advantage,classify_name,company,info,job_name,money,requirements 
['奖金多 氛围好'],游戏陪练,溜溜鱼,"['6k-9k ', '/深圳 /', '经验3-5年 /', '大专及以上 /', '全职']",游戏策划（美术项）,6k-9k,"['岗位职责：\n', '1、负责公司棋牌游戏产品线美术的规划、设计以及持续改进优化，不断创新、挖掘、设计新的产品或功能。\n', '2、负责产品美术需求收集、整理、撰写，进行用户需求分析，了解竞品动态与行业情况。\n', '3、负责与研发团队紧密合作，并协助开发团队理解和掌握需求共同推动产品研发的发展。\n', '4、负责棋牌游戏的产品需求设计，跟进和确认美术，确保高品质的游戏输出.\n', '5、与产品设计深度合作，提出游戏交互优化建议。\n', '\n', '岗位要求：\n', '1、大学艺术专业优先考虑。\n', '2、2年以上游戏策划经验，熟悉游戏开发流程，参与过完整游戏策划项目开发；\n', '3、熟悉产品策划部门与美术部门运作，对UI、动画、都有一定程度了解，有在市面上成功运营的作品优先录用；\n', '3、熟悉游戏制作的流程及各个环节，对手机网络游戏市场的美术潮流和现状有充分了解。\n', '4、具备美术鉴赏能力能够对美术设计、交互设计提出准确的需求。\n', '5、执行力强，有实战经验，了解游戏开发工作的各个细节，对交互敏感。\n', '7、有较强的口头、文字表达能力，对程序、测试、美术部门工作有一定了解；\n', '8、思维严密，富有创意，态度积极，有良好的团队意识和协作精神，有较强的沟通能力和团队协作能力；']"
['扁平化管理 下午茶 发展空间大'],游戏陪练,DataEye,"['6k-12k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏短视频策划与编辑,6k-12k,"['岗位职责：', '1. 负责游戏短视频的创意、脚本策划、剪辑、合成、特效等制作工作；', '2. 负责视频文案的编辑。', '任职要求：', '1．出众的创意策划能力，脑洞要够大，关注网络热点', '2．大专以上学历，1-3年视频相关工作经验，策划经验者优先；', '3．能熟练操作AE、PR、PS等视频和设计软件；', '4．个性沉稳，有独立工作能力，有团队意识，能适应较高强度的工作', '5．应聘请务必附上作品附件或作品链接。']"
['团队氛围好 不加班 奖金丰厚'],游戏陪练,正越,"['15k-26k ', '/深圳 /', '经验不限 /', '大专及以上 /', '全职']",游戏后端开发（golang或者Node.js）,15k-26k,"['【岗位职责】', '1.负责整个游戏服务器架构设计及搭建；', '2.负责完成游戏服务器端逻辑开发，包括接口设计，需求分解并和客户端联调接；', '3.负责游戏后台业务系统的设计和开发。', '【任职要求】', '1.熟练使用node,go,php等后台语言,有游戏服务器开发经验', '2.熟练使用各种缓存套件,比如redis,memcache', '3.熟悉各种网络协议,有网络编程相关经验', '4.有大数据储存以及优化相关经验', '5.心思细腻,抗压能力强.', '6.具备良好的沟通合作技巧，较强的责任心及团队合作精神。', '需要长期出差~海外工作机会 ~无英语能力要求~', '选择我们的理由：', '1、有机会提供免费真实的英语环境，针对英文不过关的候选人是一个绝佳机会。', '2、公司提供3星级以上单人间宿舍，带游泳池、健身房等，吃饭会有餐饮补贴。基本没有太多日常开支，给到每位候选人的薪资都是按税后支付的（实际拿到手的工资），每年至少13薪。', '3、工作时间5天8小时，朝9晚6。每年二三十天带薪休假可以自由分配，探亲、旅游提供机票补贴。', '4、公司大部分是技术人员，团队氛围好，讲究高效工作，不加班文化。', '5、\xa0宿舍距离办公地点步行10分钟即到，不用每天挤地\xa0铁公交上班。', '6、各项福利完善：、医疗补贴，节日礼金补贴、慰问金、祝贺金、庆生费、月度团建、年度旅游，圣诞新年Party等等。', '\xa0\xa0']"
"['游戏公司,朝阳行业,福利待遇好,应届生优先']",游戏陪练,尚米网络,"['4k-8k ', '/深圳 /', '经验应届毕业生 /', '本科及以上 /', '全职']",游戏商务,4k-8k,"['【岗位职责】', '1、负责各类游戏的发现及引入；', '2、负责根据游戏产品的特点，与游戏开发商谈判合同条款；', '3、负责收集整理游戏开发商（CP）信息，通过各种渠道联系，并建立起长期友好的合作关系，促成深度合作；', '4、负责监测、搜集、整理和分析各游戏渠道平台的信息，定期反馈和总结市场报告；', '5、负责各合作游戏开发商在各渠道平台的推广策略的搜集整理及跟踪协调。', '【任职要求】', '1、熟悉手机游戏，如了解游戏市场行情可加分；', '2、本科毕业2年内，应届生优先；', '3、执行力超强，以结果为导向，工作责任心强，能接受工作压力；', '4、具备较强的商务谈判能力及信息获取、分析整合能力；', '5、正直诚信，价值观明确，性格开朗，思维敏捷，自驱力强。']"
['团队氛围 成长空间'],游戏陪练,大梦龙途,"['7k-14k ', '/深圳 /', '经验1-3年 /', '学历不限 /', '全职']",游戏运营,7k-14k,"['岗位职责：', '1、负责制定运营计划，监督、把控发行过程中产品的版本计划、开发排期、数据分析、版本调优等工作，根据产品数据监测及竞品分析，推动产品质量的持续改善，解决运营流量问题，优化产品营收表现，以达到提高核心数据、延长产品生命、提升收入的目的；', '2、负责运营组内人才管理及培养，组织实施日常工作并对最终结果负责；', '3、产品运营过程中突发事件的决策和处理。', '任职要求：', '1、认真细致，有耐心，具备良好沟通与协调能力；', '2、热爱游戏及游戏行业，熟悉各类型游戏；', '3、吃苦耐劳，具备一定的抗压能力与团队精神；', '4、具有3年以上手游运营经验，有完整游戏发行经验。']"
['腾讯福利、资金充足、独立项目潜力巨大'],游戏陪练,藤蔓公司,"['15k-30k ', '/深圳 /', '经验不限 /', '本科及以上 /', '全职']",游戏运营,15k-30k,"['岗位职责：', '1、进行沙盒游戏社区建设规划和搭建，建立沙盒游戏用户生态；', '2、进行同类型沙盒游戏的数据监测、分析；', '3、协助与国外开发商的各类沟通工作；', '4、领导运营团队，支持沙盒游戏从初期上线到成熟运营的工作。', '工作要求：', '1、本科以上学历，5年以上游戏运营经历，有3人以上运营团队管理经验优先；', '2、对沙盒游戏有一定认识，熟悉并且热爱沙盒类游戏，有产品运营经验尤沙盒游戏运营经验者优先；', '3、优秀的沟通能力，思维敏捷，有创新意识，具有优秀的用户需求洞察力和用户导向思维；']"
['薪资福利好、工作氛围好、成长空间大'],游戏陪练,深圳维京人,"['6k-12k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏运营,6k-12k,"['岗位职责：', '1、规划游戏运营活动；', '2、撰写游戏运营活动策划方案，负责活动策划案的执行推进；', '3、监控游戏运营数据，分析玩家用户行为；', '4、根据游戏运营情况提交相关分析报告；', '5、收集分析竞品的运营策略和活动方案。', '任职要求：', '1、大专及以上学历，一年以上游戏运营工作经验，有H5或小游戏运营经验者优先；', '2、对运营数据敏感，能根据数据变化分析游戏的状况和用户的行为；', '3、热爱游戏，对不同品类的游戏特质有独到见解；', '4、能够熟练使用OFFICE系列办公软件；', '5、具有良好的沟通写作能力；', '6、具有良好的责任心、团队合作精神及管理能力，能够承担较强的工作压力。']"
"['全勤奖,餐补,加班补,弹性工作制']",游戏陪练,途游,"['15k-25k ', '/深圳 /', '经验不限 /', '本科及以上 /', '全职']",cocos游戏开发,15k-25k,"['岗位职责：', '1. 使用 Creator 开发休闲类微信小游戏；', '2. 根据产品需求，完成功能模块的设计，编码和测试工作；', '3. 与策划、服务器开发、美术以及测试人员密切的合作，完成游戏开发。', '任职要求：', '1. 本科及以上学历，计算机及相关专业，', '2. 一年以上游戏行业开发经验，熟悉 Creator 或者 Cocos2d-js引擎及相关开发工具；', '3. 熟练使用JavaScript 语言以及相应的开发工具；', '4. 对技术有激情，有持续学习心态；', '5. 有强烈的责任心和进取心，能与团队成员良好沟通；', '6. 有微信小游戏开发经验优先。']"
['从0-1参与项目研发，MMORPG大世界'],游戏陪练,腾讯,"['20k-40k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",Unreal Engine游戏客户端开发工程师,20k-40k,"['工作职责：', '负责游戏客户端逻辑功能和核心模块的开发；', '负责对UnrealEngine进行性能优化和支持；', '负责美术、策划工具的开发。', '\xa0 \xa0', '工作要求：', '扎实的C++、Lua语言基础、数据结构及算法基础；', '熟悉UnrealEngine引擎的接口与游戏制作流程；', '有3D游戏性能分析和优化经验；', '深刻理解客户端框架和核心模块的实现，有主导过核心模块的开发经验；', '对游戏开发充满热情，能够与他人良好配合、协作。', '\xa0 \xa0']"
['年底双薪；绩效奖金；员工旅游；五险一金；'],游戏陪练,动能无线,"['8k-15k ', '/深圳 /', '经验1-3年 /', '本科及以上 /', '全职']",游戏策划,8k-15k,"['岗位职责：', '1、能根据公司战略与产品计划，制订Android/iOS手游产品发展方向和设计方向；', '2、负责手机游戏产品策划、包括玩法、算法、规则、数值设定等，擅长休闲、卡牌、养成类游戏优先；', '3、负责与开发、美术沟通，实现游戏系统的逻辑组织与制作实现；', '4、关注游戏开发每个细节，追求最高可玩性、黏性等环节需求；\xa0', '5、工作文档撰写及管理、项目各环节的沟通协调，以及游戏版本测试等相关日常工作；', '任职要求：', '1、能独立书写标准化游戏设计文档；\xa0', '2、具备一定的游戏开发过程的常识、经验。\xa0', '3、一年以上手机游戏公司相关工作经验；\xa0', '4、能够掌握玩家心理，具备分析产品运营数据改进游戏质量的缜密分析总结能力。\xa0', '此岗位可根据工作能力进行调整薪酬。']"
['五险一金 奖金 调薪 高福利 团队有趣'],游戏陪练,好好玩科技,"['7k-12k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",游戏策划,7k-12k,"['岗位要求：', '1.负责公司小游戏的策划制作，参与整体项目进度规划安排；', '2.按项目需求完成游戏中的各系统模块执行文档设计与细节实现（数值设置为主）；', '3.负责与研发团队紧密合作，共同协调完善游戏、优化产品数据。', '\xa0', '任职要求：', '1、学历不限，3年以上相关工作经验；', '2、须有1年以上游戏数值设计经验；', '3、热爱游戏，对小游戏有独到见解；', '4、有完整的游戏策划案例。']"
['五险一金 下午茶 生日会节假日礼物 旅游'],游戏陪练,冰川网络,"['12k-20k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏系统策划,12k-20k,"['岗位描述：\xa0', '1、根据需求，MMORPG系统/关卡/玩法策划案设计、完善；\xa0', '2、跟进所负责模块的开发进度，沟通推动技术和美术的工作进展；\xa0', '3、对现有游戏系统进行用户体验的优化和调整。\xa0', '岗位要求：\xa0', '1、本科及以上学历，3年以上相关策划工作经验，有成功项目经验者优先；\xa0', '2、有丰富的系统、关卡和玩法设计经验者优先；\xa0', '3、具备较强的逻辑思维能力，热爱游戏制作具有一定的界面设计能力；\xa0', '4、丰富的游戏经历，热爱并精通各类游戏，对各种类型的游戏尤其对MMORPG网游有深入的体验和研究；\xa0', '5、性格开朗外向，善于沟通，具有良好的抗压能力和拼搏精神。\xa0', '6、有责任心，具有团队合作意识，具有高度的执行力。']"
